text,label
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas!,positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Bintang 5!",positive
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk! Tidak profesional!,negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini! Parah banget!",negative
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih!",positive
Barang bekas dijual sebagai barang baru. Kecewa banget sama kejujuran seller! Jangan beli!,negative
"Seller fast response, barang langsung diproses. Sampai 2 hari. Top! Terpercaya!",positive
"Baru pertama beli di toko ini, ternyata memuaskan. Bakal balik lagi nih!",positive
"Foto editing terlalu berlebihan, aslinya jauh berbeda. Merasa ditipu! Parah banget!",negative
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua!",positive
Akhirnya nemu toko yang jual produk ini dengan harga wajar. Puas! Auto beli lagi!,positive
Barang bekas dijual sebagai barang baru. Kecewa banget sama kejujuran seller! Kecewa banget!,negative
Sudah bayar tapi barang tidak kunjung dikirim. Minta cancel susah banget!,negative
"Seller tidak jujur, deskripsi produk menipu. Barang KW padahal bilang ori!",negative
"Beli buat usaha, kualitasnya consistent. Jadi supplier tetap nih!",positive
"Seller jujur, barang sesuai deskripsi. Chat juga dibalas cepet. Good service! Terpercaya!",positive
"Barang sesuai pesanan, tidak ada yang kurang. Fast respon seller. Mantap! Terpercaya!",positive
"Kualitas sangat murahan, tidak sebanding sama harganya. Rugi beli disini!",negative
"Produknya bagus, tahan lama, worth it banget harganya!",positive
"Respon seller lama banget, nunggu 3 hari baru dibalas. Gak profesional!",negative
"Barang bagus, awet, sesuai ekspektasi. Gak nyesel beli di sini!",positive
"Packing super aman, barang fragile nyampe selamat 100%. Bintang 5!",positive
"Belanja pengalaman menyenangkan. Fast respon, barang bagus, harga oke! Mantap!",positive
Kualitas foto dan aslinya sama persis. Seller jujur! Auto follow toko ini. Auto beli lagi!,positive
Beli 2 item tapi yang nyampe cuma 1. Seller bilang sudah dikirim semua. Bohong! Tidak recommended!,negative
Sudah bayar tapi barang tidak kunjung dikirim. Minta cancel susah banget! Kapok!,negative
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Puas banget!",positive
"Barang sesuai gambar, kualitas oke, harga bersaing. Recommended buat semua! Mantap!",positive
"Kualitas jahitan bagus, materialnya nyaman dipakai. Beli 3 sekaligus! Top seller!",positive
Seller janji kirim hari ini tapi sampai besok tidak ada kabar. Tidak amanah!,negative
"Stok banyak, pengiriman same day, barang ori. Toko favorit aku! Legit!",positive
"Produk sesuai klaim, berasa banget manfaatnya. Langsung langganan! Mantap!",positive
"Barang sesuai deskripsi, pengiriman cepat, packing aman banget, seller responsif. Recommended! Auto beli lagi!",positive
Beli untuk hadiah tapi barang rusak waktu nyampe. Malu sama yang dikasih! Tidak recommended!,negative
"Cepet banget nyampenya, 1 hari udah di tangan. Packing dobel bubble wrap. Aman! Bintang 5!",positive
Warna barang pudar setelah sekali cuci. Kualitas cat sangat buruk! Tidak profesional!,negative
Barang tidak ori meski diklaim original. Sudah cek dan pasti palsu. Kecewa! Zonk!,negative
"Pelayanan seller sangat buruk, tidak solutif. Tidak akan beli lagi disini!",negative
Pengiriman cepat meski hari hujan. Barang aman terbungkus plastik. Thumps up! Terpercaya!,positive
"Barang tidak sesuai gambar, warna beda jauh. Kecewa banget sama toko ini! Kapok!",negative
"Produk bagus, kualitas oke banget buat harganya. Beli lagi deh next time! Mantap!",positive
